FunctionalGroup1,FunctionalGroup2,Chainlength1,Chainlength2,Temperature,Compositioncomponent1,Excessenthalpy
Alkene,Secondaryalcohol,6,3,298,0.7044,859.7
Alkene,Secondaryalcohol,6,3,298,0.7647,811.7
Alkene,Secondaryalcohol,6,3,298,0.8335,704.6
Alkene,Secondaryalcohol,6,3,298,0.9066,502.2
Alkene,Secondaryalcohol,7,3,298,0,0
Alkene,Secondaryalcohol,7,3,298,1,0
Alkene,Secondaryalcohol,7,3,298,0.143,305
Alkene,Secondaryalcohol,7,3,298,0.237,462
Alkene,Secondaryalcohol,7,3,298,0.301,567
Alkene,Secondaryalcohol,7,3,298,0.467,769
Alkene,Secondaryalcohol,7,3,298,0.481,775
Alkene,Secondaryalcohol,7,3,298,0.622,880
Alkene,Secondaryalcohol,7,3,298,0.651,870
Alkene,Secondaryalcohol,7,3,298,0.779,747
Alkene,Secondaryalcohol,7,3,298,0.787,732
Alkene,Secondaryalcohol,7,3,298,0.811,697
Alkene,Secondaryalcohol,7,3,298,0.912,576
Alkene,Secondaryalcohol,7,3,298,0.96,315
Alkene,Secondaryalcohol,7,3,298,0.992,134
Alkene,Secondaryalcohol,7,3,298,0.0808,192.4
Alkene,Secondaryalcohol,7,3,298,0.1432,344.8
Alkene,Secondaryalcohol,7,3,298,0.1814,428
Alkene,Secondaryalcohol,7,3,298,0.2526,571
Alkene,Secondaryalcohol,7,3,298,0.3066,662.7
Alkene,Secondaryalcohol,7,3,298,0.3304,696.9
Alkene,Secondaryalcohol,7,3,298,0.4455,830.7
Alkene,Secondaryalcohol,7,3,298,0.4677,846.2
Alkene,Secondaryalcohol,7,3,298,0.4955,862
Alkene,Secondaryalcohol,7,3,298,0.5594,894.7
Alkene,Secondaryalcohol,7,3,298,0.6655,904.3
Alkene,Secondaryalcohol,7,3,298,0.7405,866.7
Alkene,Secondaryalcohol,7,3,298,0.7736,833.8
Alkene,Secondaryalcohol,7,3,298,0.8062,786.1
Alkene,Secondaryalcohol,7,3,298,0.8516,690.7
Alkene,Secondaryalcohol,7,3,298,0.9055,516.2
Alkene,Secondaryalcohol,7,3,298,0.9449,352.6
Alkene,Secondaryalcohol,8,3,298,0,0
Alkene,Secondaryalcohol,8,3,298,1,0
Alkene,Secondaryalcohol,8,3,298,0.0736,209.4
Alkene,Secondaryalcohol,8,3,298,0.1144,314.8
Alkene,Secondaryalcohol,8,3,298,0.1425,382.4
Alkene,Secondaryalcohol,8,3,298,0.1622,433.7
Alkene,Secondaryalcohol,8,3,298,0.2429,605
Alkene,Secondaryalcohol,8,3,298,0.259,635.2
Alkene,Secondaryalcohol,8,3,298,0.3133,726.4
Alkene,Secondaryalcohol,8,3,298,0.397,831.3
Alkene,Secondaryalcohol,8,3,298,0.4574,885.7
Alkene,Secondaryalcohol,8,3,298,0.5188,926.9
Alkene,Secondaryalcohol,8,3,298,0.5333,933.7
Alkene,Secondaryalcohol,8,3,298,0.6142,952.5
Alkene,Secondaryalcohol,8,3,298,0.6926,935.5
Alkene,Secondaryalcohol,8,3,298,0.7759,858.4
Alkene,Secondaryalcohol,8,3,298,0.8326,752.7
Alkene,Secondaryalcohol,8,3,298,0.9059,528.9
Amine,Secondaryalcohol,4,3,298,0,0
Amine,Secondaryalcohol,4,3,298,1,0
Amine,Secondaryalcohol,4,3,298,0.901,-875
Amine,Secondaryalcohol,4,3,298,0.7987,-1406
Amine,Secondaryalcohol,4,3,298,0.7495,-1760
Amine,Secondaryalcohol,4,3,298,0.6984,-2099
Amine,Secondaryalcohol,4,3,298,0.5974,-2506
Amine,Secondaryalcohol,4,3,298,0.5016,-2595
Amine,Secondaryalcohol,4,3,298,0.4028,-2389
Amine,Secondaryalcohol,4,3,298,0.3475,-2311
Amine,Secondaryalcohol,4,3,298,0.3,-1991
Amine,Secondaryalcohol,4,3,298,0.2056,-1626
Amine,Secondaryalcohol,4,3,298,0.0985,-927
Amine,Secondaryalcohol,4,3,298,0.98661,-50.74
Amine,Secondaryalcohol,4,3,298,0.97358,-125.66
Amine,Secondaryalcohol,4,3,298,0.96088,-202.14
Amine,Secondaryalcohol,4,3,298,0.94851,-271.54
Amine,Secondaryalcohol,4,3,298,0.93646,-341.17
Amine,Secondaryalcohol,4,3,298,0.9247,-405.35
Amine,Secondaryalcohol,4,3,298,0.91324,-471.68
Amine,Secondaryalcohol,4,3,298,0.90206,-532
Amine,Secondaryalcohol,4,3,298,0.8911,-592.76
Amine,Secondaryalcohol,4,3,298,0.8805,-645.67
Amine,Secondaryalcohol,4,3,298,0.8701,-702.43
Amine,Secondaryalcohol,4,3,298,0.8599,-750.45
Amine,Secondaryalcohol,4,3,298,0.85,-803.58
Amine,Secondaryalcohol,4,3,298,0.8403,-850.47
Amine,Secondaryalcohol,4,3,298,0.8309,-901.83
Amine,Secondaryalcohol,4,3,298,0.8155,-968.76
Amine,Secondaryalcohol,4,3,298,0.8008,-1042.5
Amine,Secondaryalcohol,4,3,298,0.7865,-1116.2
Amine,Secondaryalcohol,4,3,298,0.7728,-1180.3
Amine,Secondaryalcohol,4,3,298,0.7595,-1240.2
Amine,Secondaryalcohol,4,3,298,0.7467,-1305.5
Amine,Secondaryalcohol,4,3,298,0.7343,-1360.7
Amine,Secondaryalcohol,4,3,298,0.7223,-1415.1
Amine,Secondaryalcohol,4,3,298,0.7107,-1475.7
Amine,Secondaryalcohol,4,3,298,0.6994,-1525.5
Amine,Secondaryalcohol,4,3,298,0.6885,-1575.7
Amine,Secondaryalcohol,4,3,298,0.678,-1620.5
Amine,Secondaryalcohol,4,3,298,0.6677,-1665.8
Amine,Secondaryalcohol,4,3,298,0.6578,-1700.1
Amine,Secondaryalcohol,4,3,298,0.6481,-1741.9
Amine,Secondaryalcohol,4,3,298,0.6388,-1780.6
Amine,Secondaryalcohol,4,3,298,0.6297,-1820.5
Amine,Secondaryalcohol,4,3,298,0.6208,-1860.9
Amine,Secondaryalcohol,4,3,298,0.6122,-1890.6
Amine,Secondaryalcohol,4,3,298,0.6039,-1920.6
Amine,Secondaryalcohol,4,3,298,0.5957,-1950.5
Amine,Secondaryalcohol,4,3,298,0.5878,-1975.6
Amine,Secondaryalcohol,4,3,298,0.58,-2000.8
Amine,Secondaryalcohol,4,3,298,0.5726,-2020.1
Amine,Secondaryalcohol,4,3,298,0.5653,-2040.9
Amine,Secondaryalcohol,4,3,298,0.5581,-2058.4
Amine,Secondaryalcohol,4,3,298,0.5512,-2079.5
Amine,Secondaryalcohol,4,3,298,0.5444,-2092.3
Amine,Secondaryalcohol,4,3,298,0.5378,-2110.8
Amine,Secondaryalcohol,4,3,298,0.5313,-2125.1
Amine,Secondaryalcohol,4,3,298,0.525,-2145.2
Amine,Secondaryalcohol,4,3,298,0.5188,-2160.2
Amine,Secondaryalcohol,4,3,298,0.5128,-2175.1
Amine,Secondaryalcohol,4,3,298,0.5069,-2190.9
Amine,Secondaryalcohol,4,3,298,0.5012,-2200.7
Amine,Secondaryalcohol,4,3,298,0.4961,-2205.4
Amine,Secondaryalcohol,4,3,298,0.4886,-2218.2
Amine,Secondaryalcohol,4,3,298,0.4808,-2234.3
Amine,Secondaryalcohol,4,3,298,0.4727,-2250.2
Amine,Secondaryalcohol,4,3,298,0.4644,-2265
Amine,Secondaryalcohol,4,3,298,0.4559,-2281.5
Amine,Secondaryalcohol,4,3,298,0.447,-2296.7
Amine,Secondaryalcohol,4,3,298,0.4379,-2310.3
Amine,Secondaryalcohol,4,3,298,0.4284,-2322.5
Amine,Secondaryalcohol,4,3,298,0.4187,-2333
Amine,Secondaryalcohol,4,3,298,0.4086,-2341.9
Amine,Secondaryalcohol,4,3,298,0.3981,-2348.9
Amine,Secondaryalcohol,4,3,298,0.3872,-2354.8
Amine,Secondaryalcohol,4,3,298,0.3817,-2360.6
Amine,Secondaryalcohol,4,3,298,0.376,-2364.3
Amine,Secondaryalcohol,4,3,298,0.3702,-2367.1
Amine,Secondaryalcohol,4,3,298,0.3643,-2369.2
Amine,Secondaryalcohol,4,3,298,0.3584,-2370.7
Amine,Secondaryalcohol,4,3,298,0.3522,-2368.9
Amine,Secondaryalcohol,4,3,298,0.346,-2364.6
Amine,Secondaryalcohol,4,3,298,0.3397,-2359.1
Amine,Secondaryalcohol,4,3,298,0.3332,-2349.6
Amine,Secondaryalcohol,4,3,298,0.3266,-2340.8
Amine,Secondaryalcohol,4,3,298,0.3199,-2330.4
Amine,Secondaryalcohol,4,3,298,0.313,-2316.2
Amine,Secondaryalcohol,4,3,298,0.306,-2300.9
Amine,Secondaryalcohol,4,3,298,0.2988,-2284.4
Amine,Secondaryalcohol,4,3,298,0.2915,-2268.1
Amine,Secondaryalcohol,4,3,298,0.2866,-2246.2
Amine,Secondaryalcohol,4,3,298,0.2816,-2223
Amine,Secondaryalcohol,4,3,298,0.2765,-2198.7
Amine,Secondaryalcohol,4,3,298,0.2713,-2173.5
Amine,Secondaryalcohol,4,3,298,0.2661,-2147.4
Amine,Secondaryalcohol,4,3,298,0.2608,-2119.6
Amine,Secondaryalcohol,4,3,298,0.2554,-2091.8
Amine,Secondaryalcohol,4,3,298,0.2499,-2061.9
Amine,Secondaryalcohol,4,3,298,0.2443,-2031
Amine,Secondaryalcohol,4,3,298,0.2387,-1999.2
Amine,Secondaryalcohol,4,3,298,0.233,-1966.5
Amine,Secondaryalcohol,4,3,298,0.2272,-1932.1
Amine,Secondaryalcohol,4,3,298,0.2213,-1896.1
Amine,Secondaryalcohol,4,3,298,0.2153,-1860
Amine,Secondaryalcohol,4,3,298,0.2092,-1822.5
Amine,Secondaryalcohol,4,3,298,0.2055,-1797.7
Amine,Secondaryalcohol,4,3,298,0.2018,-1772.5
Amine,Secondaryalcohol,4,3,298,0.198,-1746.4
Amine,Secondaryalcohol,4,3,298,0.1942,-1719.7
Amine,Secondaryalcohol,4,3,298,0.1904,-1692.4
Amine,Secondaryalcohol,4,3,298,0.1865,-1664.4
Amine,Secondaryalcohol,4,3,298,0.1826,-1635.8
Amine,Secondaryalcohol,4,3,298,0.1787,-1606.5
Amine,Secondaryalcohol,4,3,298,0.1747,-1576.6
Amine,Secondaryalcohol,4,3,298,0.1706,-1546.5
Amine,Secondaryalcohol,4,3,298,0.1666,-1515.4
Amine,Secondaryalcohol,4,3,298,0.1625,-1482.5
Amine,Secondaryalcohol,4,3,298,0.1583,-1449.3
Amine,Secondaryalcohol,4,3,298,0.1541,-1415.3
Amine,Secondaryalcohol,4,3,298,0.1499,-1380.6
Amine,Secondaryalcohol,4,3,298,0.1457,-1347.8
Amine,Secondaryalcohol,4,3,298,0.1413,-1314.3
Amine,Secondaryalcohol,4,3,298,0.137,-1279.6
Amine,Secondaryalcohol,4,3,298,0.1326,-1244.4
Amine,Secondaryalcohol,4,3,298,0.1281,-1208.6
Amine,Secondaryalcohol,4,3,298,0.1236,-1172
Amine,Secondaryalcohol,4,3,298,0.1191,-1134.5
Amine,Secondaryalcohol,4,3,298,0.1145,-1096.5
Amine,Secondaryalcohol,4,3,298,0.1099,-1057.9
Amine,Secondaryalcohol,4,3,298,0.1052,-1018.4
Amine,Secondaryalcohol,4,3,298,0.1005,-977.86
Amine,Secondaryalcohol,4,3,298,0.0957,-934.99
Amine,Secondaryalcohol,4,3,298,0.0909,-890.69
Amine,Secondaryalcohol,4,3,298,0.086,-844.83
Amine,Secondaryalcohol,4,3,298,0.081,-797.42
Amine,Secondaryalcohol,4,3,298,0.076,-756.51
Amine,Secondaryalcohol,4,3,298,0.071,-713.96
Amine,Secondaryalcohol,4,3,298,0.0659,-669.77
Amine,Secondaryalcohol,4,3,298,0.0607,-623.9
Amine,Secondaryalcohol,4,3,298,0.0555,-576.32
Amine,Secondaryalcohol,4,3,298,0.0502,-527
Amine,Secondaryalcohol,4,3,298,0.0449,-475.92
Amine,Secondaryalcohol,4,3,298,0.0395,-423.05
Amine,Secondaryalcohol,4,3,298,0.0341,-368.35
Amine,Secondaryalcohol,4,3,298,0.0286,-311.96
Amine,Secondaryalcohol,4,3,298,0.023,-253.34
Amine,Secondaryalcohol,4,3,298,0.0173,-192.8
Amine,Secondaryalcohol,4,3,298,0.0116,-130.65
Amine,Secondaryalcohol,4,3,298,0.0058,-66.34
Amine,Secondaryalcohol,4,4,298,0,0
Amine,Secondaryalcohol,4,4,298,1,0
Amine,Secondaryalcohol,4,4,298,0.1008,-760
Amine,Secondaryalcohol,4,4,298,0.1995,-1310
Amine,Secondaryalcohol,4,4,298,0.2955,-1797
Amine,Secondaryalcohol,4,4,298,0.4,-2102
Amine,Secondaryalcohol,4,4,298,0.5128,-2246
Amine,Secondaryalcohol,4,4,298,0.5974,-2135
Amine,Secondaryalcohol,4,4,298,0.6007,-2122
Amine,Secondaryalcohol,4,4,298,0.6927,-1835
Amine,Secondaryalcohol,4,4,298,0.8006,-1380
Amine,Secondaryalcohol,4,4,298,0.875,-960
Amine,Secondaryalcohol,4,4,298,0.9533,-193
Aniline,Secondaryalcohol,0,4,298,0,0
Aniline,Secondaryalcohol,0,4,298,1,0
Aniline,Secondaryalcohol,0,4,298,0.9663,199.6
Aniline,Secondaryalcohol,0,4,298,0.9326,365.3
Aniline,Secondaryalcohol,0,4,298,0.8989,514.1
Aniline,Secondaryalcohol,0,4,298,0.8482,692.4
Aniline,Secondaryalcohol,0,4,298,0.7974,835.1
Aniline,Secondaryalcohol,0,4,298,0.7466,947.7
Aniline,Secondaryalcohol,0,4,298,0.6957,1032.5
Aniline,Secondaryalcohol,0,4,298,0.6448,1092.6
Aniline,Secondaryalcohol,0,4,298,0.5937,1134.7
Aniline,Secondaryalcohol,0,4,298,0.5426,1159.8
Aniline,Secondaryalcohol,0,4,298,0.4915,1164.3
Aniline,Secondaryalcohol,0,4,298,0.4402,1148.3
Aniline,Secondaryalcohol,0,4,298,0.3889,1111.8
Aniline,Secondaryalcohol,0,4,298,0.3375,1053.6
Aniline,Secondaryalcohol,0,4,298,0.2861,973.9
Aniline,Secondaryalcohol,0,4,298,0.2345,853
Aniline,Secondaryalcohol,0,4,298,0.1829,724.7
Aniline,Secondaryalcohol,0,4,298,0.1312,557.9
Aniline,Secondaryalcohol,0,4,298,0.0968,429.4
Aniline,Secondaryalcohol,0,4,298,0.0622,288.5
Aniline,Secondaryalcohol,0,4,298,0.0277,132.8
Aniline,Secondaryalcohol,0,4,298,0.0249,204.4
Aniline,Secondaryalcohol,0,4,298,0.0584,446.3
Aniline,Secondaryalcohol,0,4,298,0.118,792.2
Aniline,Secondaryalcohol,0,4,298,0.1929,1111.9
Aniline,Secondaryalcohol,0,4,298,0.2738,1348.2
Aniline,Secondaryalcohol,0,4,298,0.3735,1512.4
Aniline,Secondaryalcohol,0,4,298,0.4546,1556
Aniline,Secondaryalcohol,0,4,298,0.521,1538.9
Aniline,Secondaryalcohol,0,4,298,0.524,1533.2
Aniline,Secondaryalcohol,0,4,298,0.6052,1442.9
Aniline,Secondaryalcohol,0,4,298,0.6972,1257.9
Aniline,Secondaryalcohol,0,4,298,0.793,971.3
Aniline,Secondaryalcohol,0,4,298,0.8654,692
Aniline,Secondaryalcohol,0,4,298,0.9235,419.7
Aniline,Secondaryalcohol,0,4,298,0.966,196.6
Ketone,Secondaryalcohol,3,3,298,0,0
Ketone,Secondaryalcohol,3,3,298,1,0
Ketone,Secondaryalcohol,3,3,298.136,0.05,396.643
Ketone,Secondaryalcohol,3,3,298.136,0.1,728.016
Ketone,Secondaryalcohol,3,3,298.136,0.15,1000.813
Ketone,Secondaryalcohol,3,3,298.136,0.2,1221.728
Ketone,Secondaryalcohol,3,3,298.136,0.25,1395.782
Ketone,Secondaryalcohol,3,3,298.136,0.3,1527.997
Ketone,Secondaryalcohol,3,3,298.136,0.35,1622.974
Ketone,Secondaryalcohol,3,3,298.136,0.4,1683.223
Ketone,Secondaryalcohol,3,3,298.136,0.45,1712.093
Ketone,Secondaryalcohol,3,3,298.136,0.5,1711.256
Ketone,Secondaryalcohol,3,3,298.136,0.55,1682.386
Ketone,Secondaryalcohol,3,3,298.136,0.6,1625.484
Ketone,Secondaryalcohol,3,3,298.136,0.65,1540.549
Ketone,Secondaryalcohol,3,3,298.136,0.7,1426.744
Ketone,Secondaryalcohol,3,3,298.136,0.75,1282.814
Ketone,Secondaryalcohol,3,3,298.136,0.8,1106.25
Ketone,Secondaryalcohol,3,3,298.136,0.85,893.284
Ketone,Secondaryalcohol,3,3,298.136,0.9,641.407
Ketone,Secondaryalcohol,3,3,298.136,0.95,345.18
Ketone,Secondaryalcohol,3,3,298.136,0.00515,37.4886
Ketone,Secondaryalcohol,3,3,298.136,0.0143,101.2528
Ketone,Secondaryalcohol,3,3,298.136,0.0573,383.6728
Ketone,Secondaryalcohol,3,3,298.136,0.0607,393.296
Ketone,Secondaryalcohol,3,3,298.136,0.0803,506.6824
Ketone,Secondaryalcohol,3,3,298.136,0.128,732.2
Ketone,Secondaryalcohol,3,3,298.136,0.134,765.672
Ketone,Secondaryalcohol,3,3,298.136,0.225,1118.8016
Ketone,Secondaryalcohol,3,3,298.136,0.398,1516.7
Ketone,Secondaryalcohol,3,3,298.136,0.438,1510.0056
Ketone,Secondaryalcohol,3,3,298.136,0.451,1581.9704
Ketone,Secondaryalcohol,3,3,298.136,0.489,1634.2704
Ketone,Secondaryalcohol,3,3,298.136,0.613,1471.0944
Ketone,Secondaryalcohol,3,3,298.136,0.724,1310.0104
Ketone,Secondaryalcohol,3,3,298.136,0.8,1064.828
Ketone,Secondaryalcohol,3,3,298.136,0.879,751.4464
Ketone,Secondaryalcohol,3,3,283.15,0.06,360.6
Ketone,Secondaryalcohol,3,3,283.15,0.096,550.6
Ketone,Secondaryalcohol,3,3,283.15,0.156,824
Ketone,Secondaryalcohol,3,3,283.15,0.206,1013.6
Ketone,Secondaryalcohol,3,3,283.15,0.261,1180.3
Ketone,Secondaryalcohol,3,3,283.15,0.31,1303.8
Ketone,Secondaryalcohol,3,3,283.15,0.358,1393.7
Ketone,Secondaryalcohol,3,3,283.15,0.41,1458.1
Ketone,Secondaryalcohol,3,3,283.15,0.466,1494.6
Ketone,Secondaryalcohol,3,3,283.15,0.514,1496.8
Ketone,Secondaryalcohol,3,3,283.15,0.566,1464.8
Ketone,Secondaryalcohol,3,3,283.15,0.614,1415.7
Ketone,Secondaryalcohol,3,3,283.15,0.668,1324.7
Ketone,Secondaryalcohol,3,3,283.15,0.712,1227.1
Ketone,Secondaryalcohol,3,3,283.15,0.756,1104.1
Ketone,Secondaryalcohol,3,3,283.15,0.802,954.2
Ketone,Secondaryalcohol,3,3,283.15,0.855,753.7
Ketone,Secondaryalcohol,3,3,283.15,0.898,558.9
Ketone,Secondaryalcohol,3,3,283.15,0.946,317.3
Ketone,Secondaryalcohol,3,3,298.15,0.06,383.8
Ketone,Secondaryalcohol,3,3,298.15,0.096,587.3
Ketone,Secondaryalcohol,3,3,298.15,0.156,862.6
Ketone,Secondaryalcohol,3,3,298.15,0.206,1062.1
Ketone,Secondaryalcohol,3,3,298.15,0.261,1233.7
Ketone,Secondaryalcohol,3,3,298.15,0.31,1358.3
Ketone,Secondaryalcohol,3,3,298.15,0.358,1454.4
Ketone,Secondaryalcohol,3,3,298.15,0.41,1512.3
Ketone,Secondaryalcohol,3,3,298.15,0.466,1548.7
Ketone,Secondaryalcohol,3,3,298.15,0.514,1549.8
Ketone,Secondaryalcohol,3,3,298.15,0.566,1527.9
Ketone,Secondaryalcohol,3,3,298.15,0.614,1476.5
Ketone,Secondaryalcohol,3,3,298.15,0.668,1389.5
Ketone,Secondaryalcohol,3,3,298.15,0.712,1296
Ketone,Secondaryalcohol,3,3,298.15,0.756,1177.7
Ketone,Secondaryalcohol,3,3,298.15,0.802,1027.7
Ketone,Secondaryalcohol,3,3,298.15,0.855,820.8
Ketone,Secondaryalcohol,3,3,298.15,0.898,614.4
Ketone,Secondaryalcohol,3,3,298.15,0.946,347.1
Ketone,Secondaryalcohol,3,3,323.15,0.06,383.1
Ketone,Secondaryalcohol,3,3,323.15,0.096,590
Ketone,Secondaryalcohol,3,3,323.15,0.156,872.7
Ketone,Secondaryalcohol,3,3,323.15,0.206,1077.9
Ketone,Secondaryalcohol,3,3,323.15,0.261,1262.1
Ketone,Secondaryalcohol,3,3,323.15,0.31,1399.9
Ketone,Secondaryalcohol,3,3,323.15,0.358,1490.6
Ketone,Secondaryalcohol,3,3,323.15,0.41,1560.4
Ketone,Secondaryalcohol,3,3,323.15,0.466,1597.1
Ketone,Secondaryalcohol,3,3,323.15,0.514,1591.7
Ketone,Secondaryalcohol,3,3,323.15,0.566,1555.7
Ketone,Secondaryalcohol,3,3,323.15,0.614,1494.8
Ketone,Secondaryalcohol,3,3,323.15,0.668,1395.9
Ketone,Secondaryalcohol,3,3,323.15,0.712,1301.1
Ketone,Secondaryalcohol,3,3,323.15,0.756,1171
Ketone,Secondaryalcohol,3,3,323.15,0.802,1010.9
Ketone,Secondaryalcohol,3,3,323.15,0.855,798
Ketone,Secondaryalcohol,3,3,323.15,0.898,588.1
Ketone,Secondaryalcohol,3,3,323.15,0.946,326.6
Ketone,Secondaryalcohol,3,3,343.15,0.06,324.6
Ketone,Secondaryalcohol,3,3,343.15,0.096,501.4
Ketone,Secondaryalcohol,3,3,343.15,0.156,761.8
Ketone,Secondaryalcohol,3,3,343.15,0.206,947.2
Ketone,Secondaryalcohol,3,3,343.15,0.261,1119.5
Ketone,Secondaryalcohol,3,3,343.15,0.31,1249.7
Ketone,Secondaryalcohol,3,3,343.15,0.358,1348.1
Ketone,Secondaryalcohol,3,3,343.15,0.41,1421.5
Ketone,Secondaryalcohol,3,3,343.15,0.466,1467.3
Ketone,Secondaryalcohol,3,3,343.15,0.514,1465.7
Ketone,Secondaryalcohol,3,3,343.15,0.566,1441.2
Ketone,Secondaryalcohol,3,3,343.15,0.614,1392.2
Ketone,Secondaryalcohol,3,3,343.15,0.668,1301.3
Ketone,Secondaryalcohol,3,3,343.15,0.712,1206.6
Ketone,Secondaryalcohol,3,3,343.15,0.756,1084.1
Ketone,Secondaryalcohol,3,3,343.15,0.802,934.1
Ketone,Secondaryalcohol,3,3,343.15,0.855,732.8
Ketone,Secondaryalcohol,3,3,343.15,0.898,538.1
Ketone,Secondaryalcohol,3,3,343.15,0.946,299
Ketone,Secondaryalcohol,3,3,363.15,0.06,303.8
Ketone,Secondaryalcohol,3,3,363.15,0.096,469.2
Ketone,Secondaryalcohol,3,3,363.15,0.156,719.8
Ketone,Secondaryalcohol,3,3,363.15,0.206,898.5
Ketone,Secondaryalcohol,3,3,363.15,0.261,1090
Ketone,Secondaryalcohol,3,3,363.15,0.31,1216.4
Ketone,Secondaryalcohol,3,3,363.15,0.358,1307.8
Ketone,Secondaryalcohol,3,3,363.15,0.41,1380.1
Ketone,Secondaryalcohol,3,3,363.15,0.466,1425.6
Ketone,Secondaryalcohol,3,3,363.15,0.514,1426.3
Ketone,Secondaryalcohol,3,3,363.15,0.566,1391.2
Ketone,Secondaryalcohol,3,3,363.15,0.614,1337.8
Ketone,Secondaryalcohol,3,3,363.15,0.668,1248.1
Ketone,Secondaryalcohol,3,3,363.15,0.712,1154.2
Ketone,Secondaryalcohol,3,3,363.15,0.756,1033.6
Ketone,Secondaryalcohol,3,3,363.15,0.802,887
Ketone,Secondaryalcohol,3,3,363.15,0.855,693.2
Ketone,Secondaryalcohol,3,3,363.15,0.898,505.1
Ketone,Secondaryalcohol,3,3,363.15,0.946,275.2
Ketone,Secondaryalcohol,3,3,343,0,0
Ketone,Secondaryalcohol,3,3,363,0,0
Ketone,Secondaryalcohol,3,3,323,0,0
Ketone,Secondaryalcohol,3,3,283,0,0
Ketone,Secondaryalcohol,3,3,343,1,0
Ketone,Secondaryalcohol,3,3,363,1,0
Ketone,Secondaryalcohol,3,3,323,1,0
Ketone,Secondaryalcohol,3,3,283,1,0
Ketone,Secondaryalcohol,3,4,298,0,0
Ketone,Secondaryalcohol,3,4,303,0,0
Ketone,Secondaryalcohol,3,4,298,1,0
Ketone,Secondaryalcohol,3,4,303,1,0
Ketone,Secondaryalcohol,3,4,303.15,0.9551,311
Ketone,Secondaryalcohol,3,4,303.15,0.8804,680
Ketone,Secondaryalcohol,3,4,303.15,0.814,970
Ketone,Secondaryalcohol,3,4,303.15,0.7039,1310
Ketone,Secondaryalcohol,3,4,303.15,0.6033,1480
Ketone,Secondaryalcohol,3,4,303.15,0.5073,1560
Ketone,Secondaryalcohol,3,4,303.15,0.3998,1540
Ketone,Secondaryalcohol,3,4,303.15,0.3003,1419
Ketone,Secondaryalcohol,3,4,303.15,0.2391,1252
Ketone,Secondaryalcohol,3,4,303.15,0.1772,1075
Ketone,Secondaryalcohol,3,4,303.15,0.0971,708
Ketone,Secondaryalcohol,3,4,298.15,0.9511,343.6
Ketone,Secondaryalcohol,3,4,298.15,0.9022,650.6
Ketone,Secondaryalcohol,3,4,298.15,0.8532,921.4
Ketone,Secondaryalcohol,3,4,298.15,0.8037,1156.9
Ketone,Secondaryalcohol,3,4,298.15,0.7543,1356.6
Ketone,Secondaryalcohol,3,4,298.15,0.7051,1521.9
Ketone,Secondaryalcohol,3,4,298.15,0.6566,1652.5
Ketone,Secondaryalcohol,3,4,298.15,0.6087,1751.3
Ketone,Secondaryalcohol,3,4,298.15,0.5616,1816.9
Ketone,Secondaryalcohol,3,4,298.15,0.5139,1854.5
Ketone,Secondaryalcohol,3,4,298.15,0.4461,1868.9
Ketone,Secondaryalcohol,3,4,298.15,0.3766,1803.4
Ketone,Secondaryalcohol,3,4,298.15,0.308,1669.8
Ketone,Secondaryalcohol,3,4,298.15,0.2409,1468.1
Ketone,Secondaryalcohol,3,4,298.15,0.1759,1198
Ketone,Secondaryalcohol,3,4,298.15,0.1137,860.5
Ketone,Secondaryalcohol,3,4,298.15,0.0558,461.8
Ketone,Secondaryalcohol,4,3,298,0,0
Ketone,Secondaryalcohol,4,3,308,0,0
Ketone,Secondaryalcohol,4,3,318,0,0
Ketone,Secondaryalcohol,4,3,313,0,0
Ketone,Secondaryalcohol,4,3,298,1,0
Ketone,Secondaryalcohol,4,3,308,1,0
Ketone,Secondaryalcohol,4,3,318,1,0
Ketone,Secondaryalcohol,4,3,313,1,0
Ketone,Secondaryalcohol,4,3,308.141555,0.1045,615.4
Ketone,Secondaryalcohol,4,3,308.141555,0.1939,1024
Ketone,Secondaryalcohol,4,3,308.141555,0.2957,1318
Ketone,Secondaryalcohol,4,3,308.141555,0.3953,1481
Ketone,Secondaryalcohol,4,3,308.141555,0.4075,1485
Ketone,Secondaryalcohol,4,3,308.141555,0.494,1551
Ketone,Secondaryalcohol,4,3,308.141555,0.53,1536
Ketone,Secondaryalcohol,4,3,308.141555,0.5957,1491
Ketone,Secondaryalcohol,4,3,308.141555,0.6973,1331
Ketone,Secondaryalcohol,4,3,308.141555,0.7938,1065
Ketone,Secondaryalcohol,4,3,308.141555,0.8426,861
Ketone,Secondaryalcohol,4,3,308.141555,0.1045,615.4
Ketone,Secondaryalcohol,4,3,308.141555,0.1939,1024
Ketone,Secondaryalcohol,4,3,308.141555,0.2957,1318
Ketone,Secondaryalcohol,4,3,308.141555,0.3953,1481
Ketone,Secondaryalcohol,4,3,308.141555,0.4075,1485
Ketone,Secondaryalcohol,4,3,308.141555,0.494,1551
Ketone,Secondaryalcohol,4,3,308.141555,0.53,1536
Ketone,Secondaryalcohol,4,3,308.141555,0.5957,1491
Ketone,Secondaryalcohol,4,3,308.141555,0.6973,1331
Ketone,Secondaryalcohol,4,3,308.141555,0.7938,1065
Ketone,Secondaryalcohol,4,3,308.141555,0.8426,861
Ketone,Secondaryalcohol,4,3,298.14437,0.0383,253.132
Ketone,Secondaryalcohol,4,3,298.14437,0.0775,481.997
Ketone,Secondaryalcohol,4,3,318.138555,0.1167,719.648
