FunctionalGroup1,FunctionalGroup2,Chainlength1,Chainlength2,Temperature,Compositioncomponent1,Excessenthalpy
Ketone,Alkane,5,6,298.14437,0.3,970.2
Ketone,Alkane,5,6,298.14437,0.35,1017.4
Ketone,Alkane,5,6,298.14437,0.4,1042.9
Ketone,Alkane,5,6,298.14437,0.45,1050.7
Ketone,Alkane,5,6,298.14437,0.5,1040.3
Ketone,Alkane,5,6,298.14437,0.55,1013.5
Ketone,Alkane,5,6,298.14437,0.55,1012.7
Ketone,Alkane,5,6,298.14437,0.6,968.5
Ketone,Alkane,5,6,298.14437,0.65,907.8
Ketone,Alkane,5,6,298.14437,0.7,828.3
Ketone,Alkane,5,6,298.14437,0.75,733.8
Ketone,Alkane,5,6,298.14437,0.8,622.3
Ketone,Alkane,5,6,298.14437,0.85,490.9
Ketone,Alkane,5,6,298.14437,0.9,342.8
Ketone,Alkane,5,6,298.14437,0.95,180.4
Ketone,Alkane,5,10,298.14437,1,0
Ketone,Alkane,5,10,298.14437,0,0
Ketone,Alkane,5,10,298.14437,0.95,280
Ketone,Alkane,5,10,298.14437,0.9,517.6
Ketone,Alkane,5,10,298.14437,0.85,717.2
Ketone,Alkane,5,10,298.14437,0.8,883
Ketone,Alkane,5,10,298.14437,0.75,1022
Ketone,Alkane,5,10,298.14437,0.7,1134.6
Ketone,Alkane,5,10,298.14437,0.65,1219.7
Ketone,Alkane,5,10,298.14437,0.6,1279.9
Ketone,Alkane,5,10,298.14437,0.55,1317.3
Ketone,Alkane,5,10,298.14437,0.5,1335.2
Ketone,Alkane,5,10,298.14437,0.5,1334.9
Ketone,Alkane,5,10,298.14437,0.45,1326.6
Ketone,Alkane,5,10,298.14437,0.4,1298.6
Ketone,Alkane,5,10,298.14437,0.35,1246
Ketone,Alkane,5,10,298.14437,0.3,1168
Ketone,Alkane,5,10,298.14437,0.25,1061.3
Ketone,Alkane,5,10,298.14437,0.2,927.4
Ketone,Alkane,5,10,298.14437,0.15,758.6
Ketone,Alkane,5,10,298.14437,0.1,553
Ketone,Alkane,5,10,298.14437,0.05,301.9
Ketone,Alkane,5,7,298.14437,1,0
Ketone,Alkane,5,7,298.14437,0,0
Ketone,Alkane,5,7,298.14437,0.95,204.7
Ketone,Alkane,5,7,298.14437,0.9,391.3
Ketone,Alkane,5,7,298.14437,0.85,554.3
Ketone,Alkane,5,7,298.14437,0.8,695.1
Ketone,Alkane,5,7,298.14437,0.75,817.6
Ketone,Alkane,5,7,298.14437,0.7,920
Ketone,Alkane,5,7,298.14437,0.65,1001.8
Ketone,Alkane,5,7,298.14437,0.6,1065.5
Ketone,Alkane,5,7,298.14437,0.55,1109.5
Ketone,Alkane,5,7,298.14437,0.5,1135.2
Ketone,Alkane,5,7,298.14437,0.5,1135
Ketone,Alkane,5,7,298.14437,0.45,1143
Ketone,Alkane,5,7,298.14437,0.4,1130.1
Ketone,Alkane,5,7,298.14437,0.35,1094
Ketone,Alkane,5,7,298.14437,0.3,1035.3
Ketone,Alkane,5,7,298.14437,0.25,953.9
Ketone,Alkane,5,7,298.14437,0.2,844.6
Ketone,Alkane,5,7,298.14437,0.15,701.3
Ketone,Alkane,5,7,298.14437,0.1,515.5
Ketone,Alkane,5,7,298.14437,0.05,285.6
Ketone,Alkane,5,7,298.14437,0.0443,242.2
Ketone,Alkane,5,7,298.14437,0.0943,484.1
Ketone,Alkane,5,7,298.14437,0.2072,826.7
Ketone,Alkane,5,7,298.14437,0.3078,1016
Ketone,Alkane,5,7,298.14437,0.4885,1128.3
Ketone,Alkane,5,7,298.14437,0.5799,1064.3
Ketone,Alkane,5,7,298.14437,0.747,813.6
Ketone,Alkane,5,7,298.14437,0.8305,625.9
Ketone,Alkane,5,7,298.14437,0.9441,250.3
Ketone,Alkane,5,7,298.14437,0.9644,162.5
Ketone,Alkane,5,8,298.14437,1,0
Ketone,Alkane,5,8,298.14437,0,0
Ketone,Alkane,5,8,298.14437,0.95,231.3
Ketone,Alkane,5,8,298.14437,0.9,433.6
Ketone,Alkane,5,8,298.14437,0.85,609.1
Ketone,Alkane,5,8,298.14437,0.8,760.1
Ketone,Alkane,5,8,298.14437,0.75,886.7
Ketone,Alkane,5,8,298.14437,0.7,992.3
Ketone,Alkane,5,8,298.14437,0.65,1074.9
Ketone,Alkane,5,8,298.14437,0.6,1137.3
Ketone,Alkane,5,8,298.14437,0.55,1179.4
Ketone,Alkane,5,8,298.14437,0.5,1203
Ketone,Alkane,5,8,298.14437,0.5,1202.2
Ketone,Alkane,5,8,298.14437,0.45,1203.8
Ketone,Alkane,5,8,298.14437,0.4,1182.2
Ketone,Alkane,5,8,298.14437,0.35,1143.3
Ketone,Alkane,5,8,298.14437,0.3,1077.1
Ketone,Alkane,5,8,298.14437,0.25,988.7
Ketone,Alkane,5,8,298.14437,0.2,868.1
Ketone,Alkane,5,8,298.14437,0.15,717.8
Ketone,Alkane,5,8,298.14437,0.1,528.1
Ketone,Alkane,5,8,298.14437,0.05,292.2
Ketone,Alkane,6,8,298.14437,1,0
Ketone,Alkane,6,8,298.14437,0,0
Ketone,Alkane,6,8,308,1,0
Ketone,Alkane,6,8,308,0,0
Ketone,Alkane,6,8,298.14437,0.0406,245
Ketone,Alkane,6,8,298.14437,0.1468,690
Ketone,Alkane,6,8,298.14437,0.1907,818
Ketone,Alkane,6,8,298.14437,0.2453,924
Ketone,Alkane,6,8,298.14437,0.3026,1044
Ketone,Alkane,6,8,298.14437,0.3224,1053
Ketone,Alkane,6,8,298.14437,0.3734,1114
Ketone,Alkane,6,8,298.14437,0.3912,1116
Ketone,Alkane,6,8,298.14437,0.4104,1136
Ketone,Alkane,6,8,298.14437,0.4262,1123
Ketone,Alkane,6,8,298.14437,0.4413,1133
Ketone,Alkane,6,8,298.14437,0.531,1116
Ketone,Alkane,6,8,298.14437,0.5401,1115
Ketone,Alkane,6,8,298.14437,0.5841,1082
Ketone,Alkane,6,8,298.14437,0.6401,1014
Ketone,Alkane,6,8,298.14437,0.7484,827
Ketone,Alkane,6,8,298.14437,0.7735,759
Ketone,Alkane,6,8,298.14437,0.8424,561
Ketone,Alkane,6,8,298.14437,0.9175,313
Ketone,Alkane,6,8,308,0.127,605
Ketone,Alkane,6,8,308,0.18,779
Ketone,Alkane,6,8,308,0.246,922
Ketone,Alkane,6,8,308,0.3039,1018
Ketone,Alkane,6,8,308,0.372,1085
Ketone,Alkane,6,8,308,0.398,1103
Ketone,Alkane,6,8,308,0.453,1120
Ketone,Alkane,6,8,308,0.503,1107
Ketone,Alkane,6,8,308,0.536,1089
Ketone,Alkane,6,8,308,0.578,1048
Ketone,Alkane,6,8,308,0.6299,1007
Ketone,Alkane,6,8,308,0.665,939
Ketone,Alkane,6,8,308,0.7139,872
Ketone,Alkane,6,8,308,0.7419,816
Ketone,Alkane,6,8,308,0.782,716
Ketone,Alkane,6,7,298.14437,1,0
Ketone,Alkane,6,7,298.14437,0,0
Ketone,Alkane,6,7,308,1,0
Ketone,Alkane,6,7,308,0,0
Ketone,Alkane,6,7,308,0.1459,655
Ketone,Alkane,6,7,308,0.2329,872
Ketone,Alkane,6,7,308,0.275,947
Ketone,Alkane,6,7,308,0.3409,1015
Ketone,Alkane,6,7,308,0.3899,1035
Ketone,Alkane,6,7,308,0.4339,1041
Ketone,Alkane,6,7,308,0.488,1040
Ketone,Alkane,6,7,308,0.5429,1013
Ketone,Alkane,6,7,308,0.558,1008
Ketone,Alkane,6,7,308,0.611,954
Ketone,Alkane,6,7,308,0.698,827
Ketone,Alkane,6,7,308,0.744,753
Ketone,Alkane,6,7,308,0.763,717
Ketone,Alkane,6,7,308,0.832,562
Ketone,Alkane,6,7,298.14437,0.0443,260
Ketone,Alkane,6,7,298.14437,0.1028,517
Ketone,Alkane,6,7,298.14437,0.1712,743
Ketone,Alkane,6,7,298.14437,0.225,861
Ketone,Alkane,6,7,298.14437,0.2368,888
Ketone,Alkane,6,7,298.14437,0.2985,971
Ketone,Alkane,6,7,298.14437,0.3603,1036
Ketone,Alkane,6,7,298.14437,0.3992,1067
Ketone,Alkane,6,7,298.14437,0.4355,1058
Ketone,Alkane,6,7,298.14437,0.4762,1051
Ketone,Alkane,6,7,298.14437,0.5265,1047
Ketone,Alkane,6,7,298.14437,0.5943,997
Ketone,Alkane,6,7,298.14437,0.6174,961
Ketone,Alkane,6,7,298.14437,0.6262,942
Ketone,Alkane,6,7,298.14437,0.72,793
Ketone,Alkane,6,7,298.14437,0.7632,689
Ketone,Alkane,6,7,298.14437,0.8182,580
Ketone,Alkane,6,7,298.14437,0.8671,428
Ketone,Alkane,6,7,298.14437,0.0387,189.1
Ketone,Alkane,6,7,298.14437,0.0827,394.5
Ketone,Alkane,6,7,298.14437,0.1847,705
Ketone,Alkane,6,7,298.14437,0.2783,879
Ketone,Alkane,6,7,298.14437,0.4529,996
Ketone,Alkane,6,7,298.14437,0.5447,954.5
Ketone,Alkane,6,7,298.14437,0.719,744.3
Ketone,Alkane,6,7,298.14437,0.8094,580.7
Ketone,Alkane,6,7,298.14437,0.9361,237.5
Ketone,Alkane,6,7,298.14437,0.9592,146.4
Ketone,Alkane,6,6,298.14437,1,0
Ketone,Alkane,6,6,298.14437,0,0
Ketone,Alkane,6,6,303,0,0
Ketone,Alkane,6,6,303,1,0
Ketone,Alkane,6,6,303.143055,0.8588,350
Ketone,Alkane,6,6,303.143055,0.718,586
Ketone,Alkane,6,6,303.143055,0.649,670
Ketone,Alkane,6,6,303.143055,0.5814,730
Ketone,Alkane,6,6,303.143055,0.5504,781
Ketone,Alkane,6,6,303.143055,0.481,792
Ketone,Alkane,6,6,303.143055,0.4247,825
Ketone,Alkane,6,6,303.143055,0.2999,789
Ketone,Alkane,6,6,303.143055,0.2105,680
Ketone,Alkane,6,6,303.143055,0.172,594
Ketone,Alkane,6,6,303.143055,0.125,493
Ketone,Alkane,6,6,303.143055,0.0815,359
Ketone,Alkane,6,6,298.14437,0.0837,434
Ketone,Alkane,6,6,298.14437,0.1466,637
Ketone,Alkane,6,6,298.14437,0.1657,685
Ketone,Alkane,6,6,298.14437,0.2144,807
Ketone,Alkane,6,6,298.14437,0.2486,855
Ketone,Alkane,6,6,298.14437,0.2994,910
Ketone,Alkane,6,6,298.14437,0.3639,961
Ketone,Alkane,6,6,298.14437,0.4451,963
Ketone,Alkane,6,6,298.14437,0.4508,964
Ketone,Alkane,6,6,298.14437,0.5007,949
Ketone,Alkane,6,6,298.14437,0.5362,920
Ketone,Alkane,6,6,298.14437,0.6003,859
Ketone,Alkane,6,6,298.14437,0.7206,667
Ketone,Alkane,6,6,298.14437,0.7321,652
Ketone,Alkane,6,6,298.14437,0.7805,545
Ketone,Alkane,6,6,298.14437,0.8689,357
Ketone,Alkane,6,6,298.14437,0.9233,225
Ketone,Alkane,6,6,298.14437,0.95,142
Ketone,Alkane,6,6,298.14437,0.919,214
Ketone,Alkane,6,6,298.14437,0.859,363
Ketone,Alkane,6,6,298.14437,0.78,608
Ketone,Alkane,6,6,298.14437,0.715,695
Ketone,Alkane,6,6,298.14437,0.642,856
Ketone,Alkane,6,6,298.14437,0.573,870
Ketone,Alkane,6,6,298.14437,0.505,928
Ketone,Alkane,6,6,298.14437,0.355,914
Ketone,Alkane,6,6,298.14437,0.219,823
Ketone,Alkane,6,9,298.14437,1,0
Ketone,Alkane,6,9,298.14437,0,0
Ketone,Alkane,6,9,308,1,0
Ketone,Alkane,6,9,308,0,0
Ketone,Alkane,6,9,318,1,0
Ketone,Alkane,6,9,318,0,0
Ketone,Alkane,6,9,298.14437,0.0654,367
Ketone,Alkane,6,9,298.14437,0.1455,685
Ketone,Alkane,6,9,298.14437,0.179,812
Ketone,Alkane,6,9,298.14437,0.245,972
Ketone,Alkane,6,9,298.14437,0.2953,1077
Ketone,Alkane,6,9,298.14437,0.3609,1152
Ketone,Alkane,6,9,298.14437,0.3733,1177
Ketone,Alkane,6,9,298.14437,0.4302,1203
Ketone,Alkane,6,9,298.14437,0.4608,1204
Ketone,Alkane,6,9,298.14437,0.4851,1200
Ketone,Alkane,6,9,298.14437,0.5133,1192
Ketone,Alkane,6,9,298.14437,0.5656,1164
Ketone,Alkane,6,9,298.14437,0.6106,1108
Ketone,Alkane,6,9,298.14437,0.6588,1048
Ketone,Alkane,6,9,298.14437,0.719,950
Ketone,Alkane,6,9,298.14437,0.7766,820
Ketone,Alkane,6,9,298.14437,0.7858,782
Ketone,Alkane,6,9,298.14437,0.8297,668
Ketone,Alkane,6,9,298.14437,0.8304,661
Ketone,Alkane,6,9,298.14437,0.8834,484
Ketone,Alkane,6,9,308,0.207,858
Ketone,Alkane,6,9,308,0.279,1013
Ketone,Alkane,6,9,308,0.3499,1120
Ketone,Alkane,6,9,308,0.397,1143
Ketone,Alkane,6,9,308,0.4769,1176
Ketone,Alkane,6,9,308,0.497,1173
Ketone,Alkane,6,9,308,0.5189,1165
Ketone,Alkane,6,9,308,0.5189,1165
Ketone,Alkane,6,9,308,0.558,1138
Ketone,Alkane,6,9,308,0.651,1036
Ketone,Alkane,6,9,308,0.683,981
Ketone,Alkane,6,9,308,0.683,981
Ketone,Alkane,6,9,308,0.7059,948
Ketone,Alkane,6,9,308,0.781,780
Ketone,Alkane,6,9,308,0.828,662
Ketone,Alkane,6,9,318.15,0.868,599
Ketone,Alkane,6,9,318.15,0.84,670
Ketone,Alkane,6,9,318.15,0.797,819
Ketone,Alkane,6,9,318.15,0.773,893
Ketone,Alkane,6,9,318.15,0.702,988
Ketone,Alkane,6,9,318.15,0.693,1038
Ketone,Alkane,6,9,318.15,0.663,1046
Ketone,Alkane,6,9,318.15,0.62,1126
Ketone,Alkane,6,9,318.15,0.575,1135
Ketone,Alkane,6,9,318.15,0.531,1141
Ketone,Alkane,6,9,318.15,0.496,1130
Ketone,Alkane,6,9,318.15,0.489,1120
Ketone,Alkane,6,9,318.15,0.371,1044
Ketone,Alkane,6,9,318.15,0.261,854
Ketone,Alkane,6,9,318.15,0.156,568
Ketone,Alkane,6,10,298.14437,1,0
Ketone,Alkane,6,10,298.14437,0,0
Ketone,Alkane,6,10,308,1,0
Ketone,Alkane,6,10,308,0,0
Ketone,Alkane,6,10,308,0.1979,849
Ketone,Alkane,6,10,308,0.284,1059
Ketone,Alkane,6,10,308,0.298,1068
Ketone,Alkane,6,10,308,0.321,1111
Ketone,Alkane,6,10,308,0.384,1186
Ketone,Alkane,6,10,308,0.407,1201
Ketone,Alkane,6,10,308,0.439,1217
Ketone,Alkane,6,10,308,0.4399,1217
Ketone,Alkane,6,10,308,0.5239,1216
Ketone,Alkane,6,10,308,0.5649,1195
Ketone,Alkane,6,10,308,0.6219,1140
Ketone,Alkane,6,10,308,0.6679,1073
Ketone,Alkane,6,10,308,0.7229,970
Ketone,Alkane,6,10,308,0.768,865
Ketone,Alkane,6,10,308,0.8289,693
Ketone,Alkane,6,10,298.14437,0.0154,102
Ketone,Alkane,6,10,298.14437,0.076,430
Ketone,Alkane,6,10,298.14437,0.1447,714
Ketone,Alkane,6,10,298.14437,0.1854,849
Ketone,Alkane,6,10,298.14437,0.1998,890
Ketone,Alkane,6,10,298.14437,0.2914,1101
Ketone,Alkane,6,10,298.14437,0.3349,1172
Ketone,Alkane,6,10,298.14437,0.4004,1243
Ketone,Alkane,6,10,298.14437,0.46,1267
Ketone,Alkane,6,10,298.14437,0.4811,1268
Ketone,Alkane,6,10,298.14437,0.5373,1241
Ketone,Alkane,6,10,298.14437,0.6076,1194
Ketone,Alkane,6,10,298.14437,0.6568,1119
Ketone,Alkane,6,10,298.14437,0.6943,1045
Ketone,Alkane,6,10,298.14437,0.7347,967
Ketone,Alkane,6,10,298.14437,0.7882,836
Ketone,Alkane,6,10,298.14437,0.8322,691
Ketone,Alkane,6,10,298.14437,0.8879,512
Ketone,Alkane,6,10,298.14437,0.913,406
Ketone,Primaryalcohol,6,6,298.14437,0,0
Ketone,Primaryalcohol,6,6,298.14437,1,0
Ketone,Primaryalcohol,6,6,298.14437,0.062,350
Ketone,Primaryalcohol,6,6,298.14437,0.1124,600
Ketone,Primaryalcohol,6,6,298.14437,0.1599,815
Ketone,Primaryalcohol,6,6,298.14437,0.1835,900
Ketone,Primaryalcohol,6,6,298.14437,0.2557,1092
Ketone,Primaryalcohol,6,6,298.14437,0.2992,1202
Ketone,Primaryalcohol,6,6,298.14437,0.3593,1309
Ketone,Primaryalcohol,6,6,298.14437,0.4057,1371
Ketone,Primaryalcohol,6,6,298.14437,0.4575,1418
Ketone,Primaryalcohol,6,6,298.14437,0.4985,1433
Ketone,Primaryalcohol,6,6,298.14437,0.5564,1426
Ketone,Primaryalcohol,6,6,298.14437,0.5679,1418
Ketone,Primaryalcohol,6,6,298.14437,0.6484,1338
Ketone,Primaryalcohol,6,6,298.14437,0.7504,1129
Ketone,Primaryalcohol,6,6,298.14437,0.8007,979
Ketone,Primaryalcohol,6,6,298.14437,0.8488,806
Ketone,Primaryalcohol,6,6,298.14437,0.8919,611
Ketone,Primaryalcohol,6,6,298.14437,0.949,322
Ketone,Primaryalcohol,6,7,298.14437,1,0
Ketone,Primaryalcohol,6,7,298.14437,0,0
Ketone,Primaryalcohol,6,7,298.14437,0.0679,398
Ketone,Primaryalcohol,6,7,298.14437,0.1139,625
Ketone,Primaryalcohol,6,7,298.14437,0.1658,838
Ketone,Primaryalcohol,6,7,298.14437,0.2264,1030
Ketone,Primaryalcohol,6,7,298.14437,0.2766,1175
Ketone,Primaryalcohol,6,7,298.14437,0.3234,1275
Ketone,Primaryalcohol,6,7,298.14437,0.3878,1396
Ketone,Primaryalcohol,6,7,298.14437,0.4452,1448
Ketone,Primaryalcohol,6,7,298.14437,0.4841,1466
Ketone,Primaryalcohol,6,7,298.14437,0.5266,1472
Ketone,Primaryalcohol,6,7,298.14437,0.5866,1451
Ketone,Primaryalcohol,6,7,298.14437,0.6226,1428
Ketone,Primaryalcohol,6,7,298.14437,0.6796,1346
Ketone,Primaryalcohol,6,7,298.14437,0.7386,1199
Ketone,Primaryalcohol,6,7,298.14437,0.7714,1094
Ketone,Primaryalcohol,6,7,298.14437,0.8184,937
Ketone,Primaryalcohol,6,7,298.14437,0.8663,761
Ketone,Primaryalcohol,6,7,298.14437,0.9052,568
Ketone,Primaryalcohol,6,7,298.14437,0.9503,327
Ketone,Primaryalcohol,6,8,298.14437,1,0
Ketone,Primaryalcohol,6,8,298.14437,0,0
Ketone,Primaryalcohol,6,8,298.14437,0.0713,442
Ketone,Primaryalcohol,6,8,298.14437,0.126,694
Ketone,Primaryalcohol,6,8,298.14437,0.1874,973
Ketone,Primaryalcohol,6,8,298.14437,0.247,1142
Ketone,Primaryalcohol,6,8,298.14437,0.3035,1300
Ketone,Primaryalcohol,6,8,298.14437,0.3489,1394
Ketone,Primaryalcohol,6,8,298.14437,0.4095,1498
Ketone,Primaryalcohol,6,8,298.14437,0.4505,1531
Ketone,Primaryalcohol,6,8,298.14437,0.5099,1554
Ketone,Primaryalcohol,6,8,298.14437,0.5662,1534
Ketone,Primaryalcohol,6,8,298.14437,0.6047,1497
Ketone,Primaryalcohol,6,8,298.14437,0.653,1435
Ketone,Primaryalcohol,6,8,298.14437,0.6938,1365
Ketone,Primaryalcohol,6,8,298.14437,0.7503,1230
Ketone,Primaryalcohol,6,8,298.14437,0.7894,1116
Ketone,Primaryalcohol,6,8,298.14437,0.8344,924
Ketone,Primaryalcohol,6,8,298.14437,0.8573,833
Ketone,Primaryalcohol,6,8,298.14437,0.9176,538
Ketone,Primaryalcohol,6,8,298.14437,0.958,285
Ketone,Primaryalcohol,6,9,298.14437,1,0
Ketone,Primaryalcohol,6,9,298.14437,0,0
Ketone,Primaryalcohol,6,9,298.14437,0.0832,494
Ketone,Primaryalcohol,6,9,298.14437,0.1454,787
Ketone,Primaryalcohol,6,9,298.14437,0.1972,1006
Ketone,Primaryalcohol,6,9,298.14437,0.2633,1219
Ketone,Primaryalcohol,6,9,298.14437,0.3082,1353
Ketone,Primaryalcohol,6,9,298.14437,0.3748,1489
Ketone,Primaryalcohol,6,9,298.14437,0.4288,1563
Ketone,Primaryalcohol,6,9,298.14437,0.4793,1603
Ketone,Primaryalcohol,6,9,298.14437,0.5345,1612
Ketone,Primaryalcohol,6,9,298.14437,0.5838,1594
Ketone,Primaryalcohol,6,9,298.14437,0.6433,1525
Ketone,Primaryalcohol,6,9,298.14437,0.6771,1468
Ketone,Primaryalcohol,6,9,298.14437,0.7245,1356
Ketone,Primaryalcohol,6,9,298.14437,0.7712,1238
Ketone,Primaryalcohol,6,9,298.14437,0.8084,1091
Ketone,Primaryalcohol,6,9,298.14437,0.8437,948
Ketone,Primaryalcohol,6,9,298.14437,0.8829,744
Ketone,Primaryalcohol,6,9,298.14437,0.9238,519
Ketone,Primaryalcohol,6,10,298.14437,1,0
Ketone,Primaryalcohol,6,10,298.14437,0,0
Ketone,Primaryalcohol,6,10,298.14437,0.0812,464
Ketone,Primaryalcohol,6,10,298.14437,0.141,789
Ketone,Primaryalcohol,6,10,298.14437,0.2249,1136
Ketone,Primaryalcohol,6,10,298.14437,0.2854,1327
Ketone,Primaryalcohol,6,10,298.14437,0.3055,1395
Ketone,Primaryalcohol,6,10,298.14437,0.3668,1553
Ketone,Primaryalcohol,6,10,298.14437,0.4399,1653
Ketone,Primaryalcohol,6,10,298.14437,0.4674,1684
Ketone,Primaryalcohol,6,10,298.14437,0.5418,1690
Ketone,Primaryalcohol,6,10,298.14437,0.5872,1661
Ketone,Primaryalcohol,6,10,298.14437,0.6161,1640
Ketone,Primaryalcohol,6,10,298.14437,0.6636,1570
Ketone,Primaryalcohol,6,10,298.14437,0.7173,1457
Ketone,Primaryalcohol,6,10,298.14437,0.7475,1380
Ketone,Primaryalcohol,6,10,298.14437,0.7977,1208
Ketone,Primaryalcohol,6,10,298.14437,0.8246,1086
Ketone,Primaryalcohol,6,10,298.14437,0.864,905
Ketone,Primaryalcohol,6,10,298.14437,0.891,747
Ketone,Primaryalcohol,6,10,298.14437,0.9298,518
Ketone,Primaryalcohol,3,4,298,0,0
Ketone,Primaryalcohol,3,4,293,0,0
Ketone,Primaryalcohol,3,4,308,0,0
Ketone,Primaryalcohol,3,4,323,0,0
Ketone,Primaryalcohol,3,4,293,1,0
Ketone,Primaryalcohol,3,4,308,1,0
Ketone,Primaryalcohol,3,4,323,1,0
Ketone,Primaryalcohol,3,4,298,1,0
Ketone,Primaryalcohol,3,4,303,0,0
Ketone,Primaryalcohol,3,4,303,1,0
Ketone,Primaryalcohol,3,4,343,0,0
Ketone,Primaryalcohol,3,4,363,1,0
Ketone,Primaryalcohol,3,4,343,0,0
Ketone,Primaryalcohol,3,4,363,1,0
Ketone,Primaryalcohol,3,4,298.136,0.9659,223.426
Ketone,Primaryalcohol,3,4,298.136,0.9401,368.61
Ketone,Primaryalcohol,3,4,298.136,0.8734,681.992
Ketone,Primaryalcohol,3,4,298.136,0.7791,1022.988
Ketone,Primaryalcohol,3,4,298.136,0.7514,1122.986
Ketone,Primaryalcohol,3,4,298.136,0.6416,1277.794
Ketone,Primaryalcohol,3,4,298.136,0.5879,1304.99
Ketone,Primaryalcohol,3,4,298.136,0.5159,1375.699
Ketone,Primaryalcohol,3,4,298.136,0.5096,1366.913
Ketone,Primaryalcohol,3,4,298.136,0.5094,1370.26
Ketone,Primaryalcohol,3,4,298.136,0.4525,1373.607
Ketone,Primaryalcohol,3,4,298.136,0.3157,1246.414
Ketone,Primaryalcohol,3,4,298.136,0.3063,1240.556
Ketone,Primaryalcohol,3,4,298.136,0.1914,840.147
Ketone,Primaryalcohol,3,4,298.136,0.1552,755.63
Ketone,Primaryalcohol,3,4,298.136,0.1003,466.098
Ketone,Primaryalcohol,3,4,298.14437,0.2,837.218
Ketone,Primaryalcohol,3,4,298.14437,0.3,1090.769
Ketone,Primaryalcohol,3,4,298.14437,0.39,1317.96
Ketone,Primaryalcohol,3,4,298.14437,0.47,1340.135
Ketone,Primaryalcohol,3,4,298.14437,0.51,1396.201
Ketone,Primaryalcohol,3,4,298.14437,0.6,1411.263
Ketone,Primaryalcohol,3,4,298.14437,0.64,1418.794
Ketone,Primaryalcohol,3,4,298.14437,0.72,1182.398
Ketone,Primaryalcohol,3,4,298.14437,0.79,991.608
Ketone,Primaryalcohol,3,4,298.14437,0.86,730.108
Ketone,Primaryalcohol,3,4,298.14437,0.225,1027
Ketone,Primaryalcohol,3,4,298.14437,0.318,1316
Ketone,Primaryalcohol,3,4,298.14437,0.345,1303
Ketone,Primaryalcohol,3,4,298.14437,0.373,1410
Ketone,Primaryalcohol,3,4,298.14437,0.399,1453
Ketone,Primaryalcohol,3,4,298.14437,0.419,1465
Ketone,Primaryalcohol,3,4,298.14437,0.486,1530
Ketone,Primaryalcohol,3,4,298.14437,0.515,1523
Ketone,Primaryalcohol,3,4,298.14437,0.642,1472
Ketone,Primaryalcohol,3,4,298.14437,0.672,1401
Ketone,Primaryalcohol,3,4,293.14537,0.9179,336.27
Ketone,Primaryalcohol,3,4,293.14537,0.8757,548.24
Ketone,Primaryalcohol,3,4,293.14537,0.8326,729.31
Ketone,Primaryalcohol,3,4,293.14537,0.7886,900.8
Ketone,Primaryalcohol,3,4,293.14537,0.7436,1043.33
Ketone,Primaryalcohol,3,4,293.14537,0.6978,1162.71
Ketone,Primaryalcohol,3,4,293.14537,0.6509,1261.89
Ketone,Primaryalcohol,3,4,293.14537,0.6031,1329.16
Ketone,Primaryalcohol,3,4,293.14537,0.5542,1372.35
Ketone,Primaryalcohol,3,4,293.14537,0.5042,1398.84
Ketone,Primaryalcohol,3,4,293.14537,0.4532,1383.2
Ketone,Primaryalcohol,3,4,293.14537,0.401,1314.88
Ketone,Primaryalcohol,3,4,293.14537,0.3476,1225.68
Ketone,Primaryalcohol,3,4,293.14537,0.293,1107.89
Ketone,Primaryalcohol,3,4,293.14537,0.2371,965.53
Ketone,Primaryalcohol,3,4,293.14537,0.1799,743.36
Ketone,Primaryalcohol,3,4,293.14537,0.1214,498.6
Ketone,Primaryalcohol,3,4,293.14537,0.0614,175.92
Ketone,Primaryalcohol,3,4,298.14437,0.9179,342.91
Ketone,Primaryalcohol,3,4,298.14437,0.8757,547.27
Ketone,Primaryalcohol,3,4,298.14437,0.8326,738.22
Ketone,Primaryalcohol,3,4,298.14437,0.7886,879.32
Ketone,Primaryalcohol,3,4,298.14437,0.7436,1061.11
Ketone,Primaryalcohol,3,4,298.14437,0.6978,1194.73
Ketone,Primaryalcohol,3,4,298.14437,0.6509,1292.27
Ketone,Primaryalcohol,3,4,298.14437,0.6031,1367.81
Ketone,Primaryalcohol,3,4,298.14437,0.5542,1403.98
Ketone,Primaryalcohol,3,4,298.14437,0.5042,1420.28
Ketone,Primaryalcohol,3,4,298.14437,0.4532,1410.61
Ketone,Primaryalcohol,3,4,298.14437,0.401,1344.97
Ketone,Primaryalcohol,3,4,298.14437,0.3476,1265.86
Ketone,Primaryalcohol,3,4,298.14437,0.293,1136.11
Ketone,Primaryalcohol,3,4,298.14437,0.2371,961.69
Ketone,Primaryalcohol,3,4,298.14437,0.1799,778.11
Ketone,Primaryalcohol,3,4,298.14437,0.1214,499.98
Ketone,Primaryalcohol,3,4,298.14437,0.0614,200.69
Ketone,Primaryalcohol,3,4,308.141555,0.9179,362.56
Ketone,Primaryalcohol,3,4,308.141555,0.8757,576.85
Ketone,Primaryalcohol,3,4,308.141555,0.8326,761.81
Ketone,Primaryalcohol,3,4,308.141555,0.7886,944.89
Ketone,Primaryalcohol,3,4,308.141555,0.7436,1096.42
Ketone,Primaryalcohol,3,4,308.141555,0.6978,1227.2
Ketone,Primaryalcohol,3,4,308.141555,0.6509,1331.58
Ketone,Primaryalcohol,3,4,308.141555,0.6031,1390.32
